datetime;open;high;low;close;volume
2019-02-05;6.046250;6.20000;6.037500;6.17250;128916800
2019-02-06;6.18500;6.21625;6.040000;6.12375;145420000
2019-02-07;5.95875;6.0037498;5.73625;5.87375;209793600
2019-02-08;5.71375;5.90625;5.70000;5.90375;144722400
2019-02-11;5.97125;6.013750;5.84500;5.89000;121196800
2019-02-12;6.016250;6.17375;5.98625;6.14500;128226400
2019-02-13;6.23250;6.28500;6.14000;6.15750;127609600
2019-02-14;6.087500;6.24375;6.027500;6.18000;153369600
2019-02-15;6.31375;6.31500;6.17000;6.25375;142496000
2019-02-19;6.19500;6.34875;6.19500;6.29125;103572800
2019-02-20;6.30625;6.37875;6.18625;6.28625;171065600
2019-02-21;6.23375;6.28625;6.11625;6.21500;128493600
2019-02-22;6.25750;6.36500;6.24625;6.35000;119637600
2019-02-25;6.50125;6.54750;6.40750;6.42000;124102400
2019-02-26;6.37000;6.5;6.34000;6.44000;105356800
2019-02-27;6.35375;6.44750;6.22375;6.42000;115844000
2019-02-28;6.36375;6.44750;6.32500;6.38000;92063200
2019-03-01;6.51500;6.53625;6.37750;6.50750;140156800
2019-03-04;6.62125;6.66625;6.29375;6.50875;213088000
2019-03-05;6.52250;6.58500;6.42750;6.52500;100348800
2019-03-06;6.54125;6.54750;6.38250;6.41250;123468800
2019-03-07;6.36000;6.36750;6.10375;6.17875;169306400
2019-03-08;5.96750;6.15250;5.94500;6.14375;174936800
2019-03-11;6.21625;6.53875;6.21625;6.52750;128468000
2019-03-12;6.57875;6.68375;6.53125;6.63375;151606400
2019-03-13;6.73375;6.88625;6.70750;6.77750;145129600
2019-03-14;6.79000;6.81500;6.73750;6.74750;95443200
2019-03-15;6.82625;6.99250;6.80750;6.91500;138845600
2019-03-18;6.92125;7.042500;6.88000;6.97750;148994400
2019-03-19;7.067500;7.16000;6.96125;7.047500;164380800
2019-03-20;7.043750;7.25625;6.94875;7.12625;183522400
2019-03-21;7.060000;7.48750;7.056250;7.45625;151957600
2019-03-22;7.35875;7.41875;6.94250;6.96875;267601600
2019-03-25;6.88250;6.99625;6.77250;6.92500;210369600
2019-03-26;7.086250;7.21000;6.91375;7.020000;175872000
2019-03-27;7.048750;7.097500;6.73125;6.88250;176810400
2019-03-28;6.93375;7.0037498;6.80375;6.92625;128437600
2019-03-29;7.078750;7.10250;6.96000;7.082500;126980000
2019-04-01;7.28750;7.38750;7.21250;7.36125;122364800
2019-04-02;7.38625;7.46500;7.32875;7.44250;106728800
2019-04-03;7.56750;7.71125;7.50125;7.57125;151384000
2019-04-04;7.57250;7.66000;7.42875;7.56000;143620800
2019-04-05;7.63250;7.6875;7.59750;7.67375;104654400
2019-04-08;7.63500;7.74875;7.54500;7.73375;103460000
2019-04-09;7.65500;7.72875;7.60000;7.64875;104121600
2019-04-10;7.68250;7.77750;7.65375;7.77250;99244000
2019-04-11;7.80125;7.80375;7.67000;7.71375;111770400
2019-04-12;7.8125;7.82500;7.71625;7.80875;95228000
2019-04-15;7.80875;7.84000;7.65750;7.81500;83369600
2019-04-16;7.89375;7.94375;7.82375;7.89125;94287200
2019-04-17;8.045000;8.070000;7.90125;7.97000;114422400
2019-04-18;8.010000;8.013750;7.85875;7.99500;91903200
2019-04-22;7.89375;8.073750;7.875;8.0625;75756800
2019-04-23;8.12625;8.40000;8.091250;8.36875;104954400
2019-04-24;8.38750;8.42250;8.28375;8.28750;95075200
2019-04-25;8.47125;8.48125;8.25375;8.38000;119690400
2019-04-26;8.35125;8.41250;8.13750;8.41000;110516800
2019-04-29;8.40750;8.49625;8.36750;8.45500;83797600
2019-04-30;8.25;8.30125;8.083750;8.26125;127595200
2019-05-01;8.41500;8.48875;8.15750;8.16625;125916000
2019-05-02;8.16875;8.29125;7.90625;8.066250;141288800
2019-05-03;8.26750;8.46875;8.22375;8.44625;108889600
2019-05-06;7.91375;8.32750;7.87000;8.29500;161715200
2019-05-07;8.026250;8.12750;7.58000;7.8125;237529600
2019-05-08;7.73375;7.92375;7.64875;7.74375;161237600
2019-05-09;7.49500;7.69875;7.28375;7.62125;220417600
2019-05-10;7.53000;7.75375;7.15500;7.64250;227858400
2019-05-13;7.060000;7.17875;6.78375;6.85250;234920800
2019-05-14;6.95250;7.19750;6.87875;7.067500;140192000
2019-05-15;6.93250;7.42375;6.92375;7.36125;176160000
2019-05-16;7.375;7.72750;7.35125;7.59125;174026400
2019-05-17;7.36125;7.66750;7.33375;7.35500;182510400
2019-05-20;7.047500;7.12875;6.90625;6.98625;184368800
2019-05-21;7.15875;7.25500;7.091250;7.19625;114487200
2019-05-22;7.072500;7.22250;7.070000;7.10250;128912800
2019-05-23;6.85750;6.86000;6.63875;6.76750;207680800
2019-05-24;6.88375;6.95000;6.73500;6.75750;137225600
2019-05-28;6.81750;6.92625;6.67875;6.68500;116903200
2019-05-29;6.56125;6.625;6.40750;6.51750;177921600
2019-05-30;6.56625;6.64750;6.48000;6.59500;136428000
2019-05-31;6.35875;6.42625;6.26750;6.27750;140600800
2019-06-03;6.22750;6.27500;5.76625;5.87625;241812800
2019-06-04;6.050000;6.36000;5.98875;6.35250;163869600
2019-06-05;6.53625;6.54000;6.29625;6.49250;152316800
2019-06-06;6.52500;6.69375;6.43875;6.64250;100302400
2019-06-07;6.75;7.11500;6.72750;7.021250;151548000
2019-06-10;7.17000;7.47750;7.17000;7.27750;183272000
2019-06-11;7.50750;7.54625;7.23125;7.30500;137447200
2019-06-12;7.24125;7.28750;7.13750;7.18125;110176000
2019-06-13;7.26625;7.35375;7.22250;7.29875;98559200
2019-06-14;7.18375;7.26250;7.12375;7.20375;77144800
2019-06-17;7.24875;7.39625;7.23000;7.33500;75050400
2019-06-18;7.59375;7.81125;7.53875;7.65250;141829600
2019-06-19;7.69125;7.79500;7.55000;7.74250;136979200
2019-06-20;8.061250;8.066250;7.77875;7.95500;119355200
2019-06-21;7.91375;8.067500;7.86875;7.91875;104646400
2019-06-24;7.96125;7.98625;7.90125;7.91625;68938400
2019-06-25;7.89750;7.91000;7.47250;7.51125;139623200
2019-06-26;7.65250;7.79750;7.57500;7.60625;94115200
2019-06-27;7.68875;7.74875;7.63125;7.68875;75270400
2019-06-28;7.74750;7.77375;7.63875;7.72125;98932800
2019-07-01;8.16250;8.19375;7.92375;8.028750;144820800
2019-07-02;8.020000;8.12625;7.95500;8.12625;81248800
2019-07-03;8.17750;8.30625;8.15750;8.30625;67127200
2019-07-05;8.13625;8.29875;8.038750;8.25250;116844800
2019-07-08;8.098750;8.10000;7.97750;8.078750;105787200
2019-07-09;7.95875;8.22750;7.94125;8.20000;88595200
2019-07-10;8.35000;8.51125;8.30000;8.44250;154109600
2019-07-11;8.48375;8.53750;8.33875;8.42000;127849600
2019-07-12;8.44375;8.56375;8.42250;8.56125;89192800
2019-07-15;8.62000;8.64875;8.55125;8.63375;73394400
2019-07-16;8.60625;8.63500;8.43000;8.51125;111992000
2019-07-17;8.51500;8.55375;8.38000;8.38500;92508000
2019-07-18;8.26125;8.45750;8.17875;8.42125;135568000
2019-07-19;8.58750;8.58750;8.19625;8.21750;140779200
2019-07-22;8.28000;8.46625;8.27750;8.41125;95506400
2019-07-23;8.55125;8.57750;8.38000;8.57375;116049600
2019-07-24;8.48000;8.75625;8.47500;8.75625;109244800
2019-07-25;8.66750;8.66875;8.45500;8.50625;150075200
2019-07-26;8.66250;8.79875;8.65250;8.75875;111478400
